INDICATOR_ID,INDICATOR_LABEL_EN
READ.LOWERSEC.WPIA,"Proportion of students at the end of lower secondary education achieving at least a minimum proficiency level in reading, adjusted wealth parity index (WPIA)"
READ.PRIMARY,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, both sexes (%)"
READ.PRIMARY.F,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, female (%)"
READ.PRIMARY.GPIA,"Proportion of students at the end of primary achieving at least a minimum proficiency level in reading, adjusted gender parity index (GPIA)"
READ.PRIMARY.HIGHSES,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, very affluent socioeconomic background, both sexes (%)"
READ.PRIMARY.LANGTEST,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, spoke the language of the test at home, both sexes (%)"
READ.PRIMARY.LOWSES,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, very poor socioeconomic background, both sexes (%)"
READ.PRIMARY.LPIA,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, adjusted location parity index (LPIA)"
READ.PRIMARY.LTPIA,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, adjusted speaks language of the test parity index (LTPIA)"
READ.PRIMARY.M,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, male (%)"
READ.PRIMARY.NATIVE,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, non-immigrant background, both sexes (%)"
READ.PRIMARY.NONLANGTEST,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, did not speak the language of the test at home, both sexes (%)"
READ.PRIMARY.NONNATIVE,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, immigrant background, both sexes (%)"
READ.PRIMARY.NPIA,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, adjusted native parity index (NPIA)"
READ.PRIMARY.RURAL,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, rural areas, both sexes (%)"
READ.PRIMARY.URBAN,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, urban areas, both sexes (%)"
READ.PRIMARY.WPIA,"Proportion of students at the end of primary education achieving at least a minimum proficiency level in reading, adjusted wealth parity index (WPIA)"
RESDISADVPOP,"Existence of funding mechanisms to reallocate education resources to disadvantaged populations"
ROFST.1.CP,"Out-of-school rate for children of primary school age, both sexes (%)"
ROFST.1.F.CP,"Out-of-school rate for children of primary school age, female (%)"
ROFST.1.GPIA.CP,"Out-of-school rate for children of primary school age, adjusted gender parity index (GPIA)"
ROFST.1.M.CP,"Out-of-school rate for children of primary school age, male (%)"
ROFST.1T2.CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, both sexes (%)"
ROFST.1T2.F.CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, female (%)"
ROFST.1T2.GPIA.CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, adjusted gender parity index (GPIA)"
ROFST.1T2.M.CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, male (%)"
ROFST.1T3.CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, both sexes (%)"
ROFST.1T3.F.CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, female (%)"
ROFST.1T3.GPIA.CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, adjusted gender parity index (GPIA)"
ROFST.1T3.M.CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, male (%)"
ROFST.2.CP,"Out-of-school rate for adolescents of lower secondary school age, both sexes (%)"
ROFST.2.F.CP,"Out-of-school rate for adolescents of lower secondary school age, female (%)"
ROFST.2.GPIA.CP,"Out-of-school rate for adolescents of lower secondary school age, adjusted gender parity index (GPIA)"
ROFST.2.M.CP,"Out-of-school rate for adolescents of lower secondary school age, male (%)"
ROFST.2T3.CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, both sexes (%)"
ROFST.2T3.F.CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, female (%)"
ROFST.2T3.GPIA.CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, adjusted gender parity index (GPIA)"
ROFST.2T3.M.CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, male (%)"
ROFST.3.CP,"Out-of-school rate for youth of upper secondary school age, both sexes (%)"
ROFST.3.F.CP,"Out-of-school rate for youth of upper secondary school age, female (%)"
ROFST.3.GPIA.CP,"Out-of-school rate for youth of upper secondary school age, adjusted gender parity index (GPIA)"
ROFST.3.M.CP,"Out-of-school rate for youth of upper secondary school age, male (%)"
ROFST.AGM1.CP,"Out-of-school rate for children one year before the official primary entry age, both sexes (%)"
ROFST.AGM1.F.CP,"Out-of-school rate for children one year before the official primary entry age, female (%)"
ROFST.AGM1.GPIA.CP,"Out-of-school rate for children one year before the official age, adjusted gender parity index (GPIA)"
ROFST.AGM1.M.CP,"Out-of-school rate for children one year before the official primary entry age, male (%)"
ROFST.H.1,"Out-of-school rate for children of primary school age, both sexes (household survey data) (%)"
ROFST.H.1.ABL,"Out-of-school rate, primary education, not disabled, both sexes (household survey data) (%)"
ROFST.H.1.ABL.F,"Out-of-school rate, primary education, not disabled, female (household survey data) (%)"
ROFST.H.1.ABL.GPIA,"Out-of-school rate, primary education, not disabled, adjusted gender parity index (GPIA)"
ROFST.H.1.ABL.M,"Out-of-school rate, primary education, not disabled, male (household survey data) (%)"
ROFST.H.1.DIS,"Out-of-school rate, primary education, disabled, both sexes (household survey data) (%)"
ROFST.H.1.DIS.F,"Out-of-school rate, primary education, disabled, female (household survey data) (%)"
ROFST.H.1.DIS.GPIA,"Out-of-school rate, primary education, disabled, adjusted gender parity index (GPIA)"
ROFST.H.1.DIS.M,"Out-of-school rate, primary education, disabled, male (household survey data) (%)"
ROFST.H.1.DPIA,"Out-of-school rate, primary education, adjusted disability parity index (DPIA)"
ROFST.H.1.F,"Out-of-school rate for children of primary school age, female (household survey data) (%)"
ROFST.H.1.F.DPIA,"Out-of-school rate, primary education, female, adjusted disability parity index (DPIA)"
ROFST.H.1.F.LPIA,"Out-of-school rate for children of primary school age, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.F.WPIA,"Out-of-school rate for children of primary school age, female, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.1.GPIA,"Out-of-school rate for children of primary school age, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.LPIA,"Out-of-school rate for children of primary school age, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.M,"Out-of-school rate for children of primary school age, male (household survey data) (%)"
ROFST.H.1.M.DPIA,"Out-of-school rate, primary education, male, adjusted disability parity index (DPIA)"
ROFST.H.1.M.LPIA,"Out-of-school rate for children of primary school age, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.M.WPIA,"Out-of-school rate for children of primary school age, male, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.1.Q1,"Out-of-school rate for children of primary school age, poorest quintile, both sexes (household survey data) (%)"
ROFST.H.1.Q1.F,"Out-of-school rate for children of primary school age, poorest quintile, female (household survey data) (%)"
ROFST.H.1.Q1.F.LPIA,"Out-of-school rate for children of primary school age, poorest quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q1.GPIA,"Out-of-school rate for children of primary school age, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.Q1.LPIA,"Out-of-school rate for children of primary school age, poorest quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q1.M,"Out-of-school rate for children of primary school age, poorest quintile, male (household survey data) (%)"
ROFST.H.1.Q1.M.LPIA,"Out-of-school rate for children of primary school age, poorest quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q2,"Out-of-school rate for children of primary school age, second quintile, both sexes (household survey data) (%)"
ROFST.H.1.Q2.F,"Out-of-school rate for children of primary school age, second quintile, female (household survey data) (%)"
ROFST.H.1.Q2.F.LPIA,"Out-of-school rate for children of primary school age, second quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q2.GPIA,"Out-of-school rate for children of primary school age, second quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.Q2.LPIA,"Out-of-school rate for children of primary school age, second quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q2.M,"Out-of-school rate for children of primary school age, second quintile, male (household survey data) (%)"
ROFST.H.1.Q2.M.LPIA,"Out-of-school rate for children of primary school age, second quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q3,"Out-of-school rate for children of primary school age, middle quintile, both sexes (household survey data) (%)"
ROFST.H.1.Q3.F,"Out-of-school rate for children of primary school age, middle quintile, female (household survey data) (%)"
ROFST.H.1.Q3.F.LPIA,"Out-of-school rate for children of primary school age, middle quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q3.GPIA,"Out-of-school rate for children of primary school age, middle quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.Q3.LPIA,"Out-of-school rate for children of primary school age, middle quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q3.M,"Out-of-school rate for children of primary school age, middle quintile, male (household survey data) (%)"
ROFST.H.1.Q3.M.LPIA,"Out-of-school rate for children of primary school age, middle quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q4,"Out-of-school rate for children of primary school age, fourth quintile, both sexes (household survey data) (%)"
ROFST.H.1.Q4.F,"Out-of-school rate for children of primary school age, fourth quintile, female (household survey data) (%)"
ROFST.H.1.Q4.F.LPIA,"Out-of-school rate for children of primary school age, fourth quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q4.GPIA,"Out-of-school rate for children of primary school age, fourth quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.Q4.LPIA,"Out-of-school rate for children of primary school age, fourth quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q4.M,"Out-of-school rate for children of primary school age, fourth quintile, male (household survey data) (%)"
ROFST.H.1.Q4.M.LPIA,"Out-of-school rate for children of primary school age, fourth quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q5,"Out-of-school rate for children of primary school age, richest quintile, both sexes (household survey data) (%)"
ROFST.H.1.Q5.F,"Out-of-school rate for children of primary school age, richest quintile, female (household survey data) (%)"
ROFST.H.1.Q5.F.LPIA,"Out-of-school rate for children of primary school age, richest quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q5.GPIA,"Out-of-school rate for children of primary school age, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.Q5.LPIA,"Out-of-school rate for children of primary school age, richest quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q5.M,"Out-of-school rate for children of primary school age, richest quintile, male (household survey data) (%)"
ROFST.H.1.Q5.M.LPIA,"Out-of-school rate for children of primary school age, richest quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.RUR,"Out-of-school rate for children of primary school age, rural, both sexes (household survey data) (%)"
ROFST.H.1.RUR.F,"Out-of-school rate for children of primary school age, rural, female (household survey data) (%)"
ROFST.H.1.RUR.F.WPIA,"Out-of-school rate for children of primary school age, rural, female, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.1.RUR.GPIA,"Out-of-school rate for children of primary school age, rural, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.RUR.M,"Out-of-school rate for children of primary school age, rural, male (household survey data) (%)"
ROFST.H.1.RUR.M.WPIA,"Out-of-school rate for children of primary school age, rural, male, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.1.RUR.Q1,"Out-of-school rate for children of primary school age, rural, poorest quintile, both sexes (household survey data) (%)"
ROFST.H.1.RUR.Q1.F,"Out-of-school rate for children of primary school age, rural, poorest quintile, female (household survey data) (%)"
ROFST.H.1.RUR.Q1.GPIA,"Out-of-school rate for children of primary school age, primary education, rural, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.RUR.Q1.M,"Out-of-school rate for children of primary school age, rural, poorest quintile, male (household survey data) (%)"
ROFST.H.1.RUR.Q2,"Out-of-school rate for children of primary school age, rural, second quintile, both sexes (household survey data) (%)"
ROFST.H.1.RUR.Q2.F,"Out-of-school rate for children of primary school age, rural, second quintile, female (household survey data) (%)"
ROFST.H.1.RUR.Q2.GPIA,"Out-of-school rate for children of primary school age, primary education, rural, second quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.RUR.Q2.M,"Out-of-school rate for children of primary school age, rural, second quintile, male (household survey data) (%)"
ROFST.H.1.RUR.Q3,"Out-of-school rate for children of primary school age, rural, middle quintile, both sexes (household survey data) (%)"
ROFST.H.1.RUR.Q3.F,"Out-of-school rate for children of primary school age, rural, middle quintile, female (household survey data) (%)"
ROFST.H.1.RUR.Q3.GPIA,"Out-of-school rate for children of primary school age, primary education, rural, middle quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.RUR.Q3.M,"Out-of-school rate for children of primary school age, rural, middle quintile, male (household survey data) (%)"
ROFST.H.1.RUR.Q4,"Out-of-school rate for children of primary school age, rural, fourth quintile, both sexes (household survey data) (%)"
ROFST.H.1.RUR.Q4.F,"Out-of-school rate for children of primary school age, rural, fourth quintile, female (household survey data) (%)"
ROFST.H.1.RUR.Q4.GPIA,"Out-of-school rate for children of primary school age, primary education, rural, fourth quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.RUR.Q4.M,"Out-of-school rate for children of primary school age, rural, fourth quintile, male (household survey data) (%)"
ROFST.H.1.RUR.Q5,"Out-of-school rate for children of primary school age, rural, richest quintile, both sexes (household survey data) (%)"
ROFST.H.1.RUR.Q5.F,"Out-of-school rate for children of primary school age, rural, richest quintile, female (household survey data) (%)"
ROFST.H.1.RUR.Q5.GPIA,"Out-of-school rate for children of primary school age, primary education, rural, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.RUR.Q5.M,"Out-of-school rate for children of primary school age, rural, richest quintile, male (household survey data) (%)"
ROFST.H.1.RUR.WPIA,"Out-of-school rate for children of primary school age, rural, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.1.URB,"Out-of-school rate for children of primary school age, urban, both sexes (household survey data) (%)"
ROFST.H.1.URB.F,"Out-of-school rate for children of primary school age, urban, female (household survey data) (%)"
ROFST.H.1.URB.F.WPIA,"Out-of-school rate for children of primary school age, urban, female, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.1.URB.GPIA,"Out-of-school rate for children of primary school age, urban, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.URB.M,"Out-of-school rate for children of primary school age, urban, male (household survey data) (%)"
ROFST.H.1.URB.M.WPIA,"Out-of-school rate for children of primary school age, urban, male, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.1.URB.Q1,"Out-of-school rate for children of primary school age, urban, poorest quintile, both sexes (household survey data) (%)"
ROFST.H.1.URB.Q1.F,"Out-of-school rate for children of primary school age, urban, poorest quintile, female (household survey data) (%)"
ROFST.H.1.URB.Q1.GPIA,"Out-of-school rate for children of primary school age, primary education, urban, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.URB.Q1.M,"Out-of-school rate for children of primary school age, urban, poorest quintile, male (household survey data) (%)"
ROFST.H.1.URB.Q2,"Out-of-school rate for children of primary school age, urban, second quintile, both sexes (household survey data) (%)"
ROFST.H.1.URB.Q2.F,"Out-of-school rate for children of primary school age, urban, second quintile, female (household survey data) (%)"
ROFST.H.1.URB.Q2.GPIA,"Out-of-school rate for children of primary school age, primary education, urban, second quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.URB.Q2.M,"Out-of-school rate for children of primary school age, urban, second quintile, male (household survey data) (%)"
ROFST.H.1.URB.Q3,"Out-of-school rate for children of primary school age, urban, middle quintile, both sexes (household survey data) (%)"
ROFST.H.1.URB.Q3.F,"Out-of-school rate for children of primary school age, urban, middle quintile, female (household survey data) (%)"
ROFST.H.1.URB.Q3.GPIA,"Out-of-school rate for children of primary school age, primary education, urban, middle quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.URB.Q3.M,"Out-of-school rate for children of primary school age, urban, middle quintile, male (household survey data) (%)"
ROFST.H.1.URB.Q4,"Out-of-school rate for children of primary school age, urban, fourth quintile, both sexes (household survey data) (%)"
ROFST.H.1.URB.Q4.F,"Out-of-school rate for children of primary school age, urban, fourth quintile, female (household survey data) (%)"
ROFST.H.1.URB.Q4.GPIA,"Out-of-school rate for children of primary school age, primary education, urban, fourth quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.URB.Q4.M,"Out-of-school rate for children of primary school age, urban, fourth quintile, male (household survey data) (%)"
ROFST.H.1.URB.Q5,"Out-of-school rate for children of primary school age, urban, richest quintile, both sexes (household survey data) (%)"
ROFST.H.1.URB.Q5.F,"Out-of-school rate for children of primary school age, urban, richest quintile, female (household survey data) (%)"
ROFST.H.1.URB.Q5.GPIA,"Out-of-school rate for children of primary school age, primary education, urban, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.URB.Q5.M,"Out-of-school rate for children of primary school age, urban, richest quintile, male (household survey data) (%)"
ROFST.H.1.URB.WPIA,"Out-of-school rate for children of primary school age, urban, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.1.WPIA,"Out-of-school rate for children of primary school age, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.2,"Out-of-school rate for adolescents of lower secondary school age, both sexes (household survey data) (%)"
ROFST.H.2.ABL,"Out-of-school rate, lower secondary education, not disabled, both sexes (household survey data) (%)"
ROFST.H.2.ABL.F,"Out-of-school rate, lower secondary education, not disabled, female (household survey data) (%)"
ROFST.H.2.ABL.GPIA,"Out-of-school rate, lower secondary education, not disabled, adjusted gender parity index (GPIA)"
ROFST.H.2.ABL.M,"Out-of-school rate, lower secondary education, not disabled, male (household survey data) (%)"
ROFST.H.2.DIS,"Out-of-school rate, lower secondary education, disabled, both sexes (household survey data) (%)"
ROFST.H.2.DIS.F,"Out-of-school rate, lower secondary education, disabled, female (household survey data) (%)"
ROFST.H.2.DIS.GPIA,"Out-of-school rate, lower secondary education, disabled, adjusted gender parity index (GPIA)"
ROFST.H.2.DIS.M,"Out-of-school rate, lower secondary education, disabled, male (household survey data) (%)"
ROFST.H.2.DPIA,"Out-of-school rate, lower secondary education, adjusted disability parity index (DPIA)"
ROFST.H.2.F,"Out-of-school rate for adolescents of lower secondary school age, female (household survey data) (%)"
ROFST.H.2.F.DPIA,"Out-of-school rate, lower secondary education, female, adjusted disability parity index (DPIA)"
ROFST.H.2.F.LPIA,"Out-of-school rate for adolescents of lower secondary school age, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.F.WPIA,"Out-of-school rate for adolescents of lower secondary school age, female, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.2.GPIA,"Out-of-school rate for adolescents of lower secondary school age, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.LPIA,"Out-of-school rate for adolescents of lower secondary school age, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.M,"Out-of-school rate for adolescents of lower secondary school age, male (household survey data) (%)"
ROFST.H.2.M.DPIA,"Out-of-school rate, lower secondary education, male, adjusted disability parity index (DPIA)"
ROFST.H.2.M.LPIA,"Out-of-school rate for adolescents of lower secondary school age, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.M.WPIA,"Out-of-school rate for adolescents of lower secondary school age, male, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.2.Q1,"Out-of-school rate for adolescents of lower secondary school age, poorest quintile, both sexes (household survey data) (%)"
ROFST.H.2.Q1.F,"Out-of-school rate for adolescents of lower secondary school age, poorest quintile, female (household survey data) (%)"
ROFST.H.2.Q1.F.LPIA,"Out-of-school rate for adolescents of lower secondary school age, poorest quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q1.GPIA,"Out-of-school rate for adolescents of lower secondary school age, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.Q1.LPIA,"Out-of-school rate for adolescents of lower secondary school age, poorest quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q1.M,"Out-of-school rate for adolescents of lower secondary school age, poorest quintile, male (household survey data) (%)"
ROFST.H.2.Q1.M.LPIA,"Out-of-school rate for adolescents of lower secondary school age, poorest quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q2,"Out-of-school rate for adolescents of lower secondary school age, second quintile, both sexes (household survey data) (%)"
ROFST.H.2.Q2.F,"Out-of-school rate for adolescents of lower secondary school age, second quintile, female (household survey data) (%)"
ROFST.H.2.Q2.F.LPIA,"Out-of-school rate for adolescents of lower secondary school age, second quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q2.GPIA,"Out-of-school rate for adolescents of lower secondary school age, second quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.Q2.LPIA,"Out-of-school rate for adolescents of lower secondary school age, second quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q2.M,"Out-of-school rate for adolescents of lower secondary school age, second quintile, male (household survey data) (%)"
ROFST.H.2.Q2.M.LPIA,"Out-of-school rate for adolescents of lower secondary school age, second quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q3,"Out-of-school rate for adolescents of lower secondary school age, middle quintile, both sexes (household survey data) (%)"
ROFST.H.2.Q3.F,"Out-of-school rate for adolescents of lower secondary school age, middle quintile, female (household survey data) (%)"
ROFST.H.2.Q3.F.LPIA,"Out-of-school rate for adolescents of lower secondary school age, middle quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q3.GPIA,"Out-of-school rate for adolescents of lower secondary school age, middle quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.Q3.LPIA,"Out-of-school rate for adolescents of lower secondary school age, middle quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q3.M,"Out-of-school rate for adolescents of lower secondary school age, middle quintile, male (household survey data) (%)"
ROFST.H.2.Q3.M.LPIA,"Out-of-school rate for adolescents of lower secondary school age, middle quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q4,"Out-of-school rate for adolescents of lower secondary school age, fourth quintile, both sexes (household survey data) (%)"
ROFST.H.2.Q4.F,"Out-of-school rate for adolescents of lower secondary school age, fourth quintile, female (household survey data) (%)"
ROFST.H.2.Q4.F.LPIA,"Out-of-school rate for adolescents of lower secondary school age, fourth quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q4.GPIA,"Out-of-school rate for adolescents of lower secondary school age, fourth quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.Q4.LPIA,"Out-of-school rate for adolescents of lower secondary school age, fourth quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q4.M,"Out-of-school rate for adolescents of lower secondary school age, fourth quintile, male (household survey data) (%)"
ROFST.H.2.Q4.M.LPIA,"Out-of-school rate for adolescents of lower secondary school age, fourth quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q5,"Out-of-school rate for adolescents of lower secondary school age, richest quintile, both sexes (household survey data) (%)"
ROFST.H.2.Q5.F,"Out-of-school rate for adolescents of lower secondary school age, richest quintile, female (household survey data) (%)"
ROFST.H.2.Q5.F.LPIA,"Out-of-school rate for adolescents of lower secondary school age, richest quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q5.GPIA,"Out-of-school rate for adolescents of lower secondary school age, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.Q5.LPIA,"Out-of-school rate for adolescents of lower secondary school age, richest quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.Q5.M,"Out-of-school rate for adolescents of lower secondary school age, richest quintile, male (household survey data) (%)"
ROFST.H.2.Q5.M.LPIA,"Out-of-school rate for adolescents of lower secondary school age, richest quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.2.RUR,"Out-of-school rate for adolescents of lower secondary school age, rural, both sexes (household survey data) (%)"
ROFST.H.2.RUR.F,"Out-of-school rate for adolescents of lower secondary school age, rural, female (household survey data) (%)"
ROFST.H.2.RUR.F.WPIA,"Out-of-school rate for adolescents of lower secondary school age, rural, female, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.2.RUR.GPIA,"Out-of-school rate for adolescents of lower secondary school age, rural, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.RUR.M,"Out-of-school rate for adolescents of lower secondary school age, rural, male (household survey data) (%)"
ROFST.H.2.RUR.M.WPIA,"Out-of-school rate for adolescents of lower secondary school age, rural, male, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.2.RUR.Q1,"Out-of-school rate for adolescents of lower secondary school age, rural, poorest quintile, both sexes (household survey data) (%)"
ROFST.H.2.RUR.Q1.F,"Out-of-school rate for adolescents of lower secondary school age, rural, poorest quintile, female (household survey data) (%)"
ROFST.H.2.RUR.Q1.GPIA,"Out-of-school rate for adolescents of lower secondary school age, rural, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.RUR.Q1.M,"Out-of-school rate for adolescents of lower secondary school age, rural, poorest quintile, male (household survey data) (%)"
ROFST.H.2.RUR.Q2,"Out-of-school rate for adolescents of lower secondary school age, rural, second quintile, both sexes (household survey data) (%)"
ROFST.H.2.RUR.Q2.F,"Out-of-school rate for adolescents of lower secondary school age, rural, second quintile, female (household survey data) (%)"
ROFST.H.2.RUR.Q2.GPIA,"Out-of-school rate for adolescents of lower secondary school age, rural, second quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.RUR.Q2.M,"Out-of-school rate for adolescents of lower secondary school age, rural, second quintile, male (household survey data) (%)"
ROFST.H.2.RUR.Q3,"Out-of-school rate for adolescents of lower secondary school age, rural, middle quintile, both sexes (household survey data) (%)"
ROFST.H.2.RUR.Q3.F,"Out-of-school rate for adolescents of lower secondary school age, rural, middle quintile, female (household survey data) (%)"
ROFST.H.2.RUR.Q3.GPIA,"Out-of-school rate for adolescents of lower secondary school age, rural, middle quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.RUR.Q3.M,"Out-of-school rate for adolescents of lower secondary school age, rural, middle quintile, male (household survey data) (%)"
ROFST.H.2.RUR.Q4,"Out-of-school rate for adolescents of lower secondary school age, rural, fourth quintile, both sexes (household survey data) (%)"
ROFST.H.2.RUR.Q4.F,"Out-of-school rate for adolescents of lower secondary school age, rural, fourth quintile, female (household survey data) (%)"
ROFST.H.2.RUR.Q4.GPIA,"Out-of-school rate for adolescents of lower secondary school age, rural, fourth quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.RUR.Q4.M,"Out-of-school rate for adolescents of lower secondary school age, rural, fourth quintile, male (household survey data) (%)"
ROFST.H.2.RUR.Q5,"Out-of-school rate for adolescents of lower secondary school age, rural, richest quintile, both sexes (household survey data) (%)"
ROFST.H.2.RUR.Q5.F,"Out-of-school rate for adolescents of lower secondary school age, rural, richest quintile, female (household survey data) (%)"
ROFST.H.2.RUR.Q5.GPIA,"Out-of-school rate for adolescents of lower secondary school age, rural, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.2.RUR.Q5.M,"Out-of-school rate for adolescents of lower secondary school age, rural, richest quintile, male (household survey data) (%)"
ROFST.H.2.RUR.WPIA,"Out-of-school rate for adolescents of lower secondary school age, rural, adjusted wealth parity index (household survey data) (WPIA)"
