country_alpha3,country_name,year,1_1_ffp_x1,1_2_ucdp,1_3_wef_gci_subpillar:_5._security,1_4_political_terror,1_5_ffp_p3,protection,2_1_1_wef_gcr_2nd_pillar:_infrastructure,2_1_2_un:_telecom,"2_2_1_government_expend._on_primary_and_secondary_education,_total_(%_of_gdp)",2_2_2_wef_gcr_indicator_quality_of_primary_education,2_3_1_domestic_general_government_health_expenditure_(%_of_gdp),2_3_2_out_of_pocket_expenditure_(%_of_total_national_health_care_spending),2_4_1_public_social_protection_(excl._health)_expenditure_(%_of_gdp),2_4_2_coverage_of_older_persons_by_sp_benefits,2_5_1_public_expenditure_on_socials_safety_nets_(%_of_gdp),2_5_2_vulnerable_persons_covered_by_social_assistance,2_6_1_share_of_wage_employment_on_work_age_pop,2_6_2_working_poverty_head_count_rate_(percentage_of_persons_living_in_poverty_in_spite_of_being_employed),2_7_1_wef_gci_subpillar:_1._property_rights,2_7_2_wef_gci_subpillars_2_and_3._ethics_and_corruption;_undue_influence,2_8_1_wef_gci_subpillar:_1._domestic_competition,2_8_2_wef_gci_subpillar:_4._government_efficiency,provision,3_1_v_dem_index_on_electoral_democracy,3_2_wb_voice_and_accountability_indicator,participation
PRT,Portugal,2016,0.75,1.0,0.9966666666666668,0.75,0.8,0.8593333333333334,0.7828571428571429,0.58379,0.699322,0.6942857142857143,1.0,0.7056837463000001,1.0,0.904,,0.593,0.8223617,1.0,0.6542857142857142,0.5757142857142856,0.6685714285714285,0.43857142857142856,0.7322151975366072,0.892,0.7369722127999999,0.8144861064
QAT,Qatar,2016,0.71,1.0,1.0,0.75,0.35,0.762,0.8057142857142856,0.60408,0.22103,0.8242857142857142,0.522106838,0.9120835018,,0.18,,0.01,0.9959163,1.0,0.8228571428571428,0.8164285714285714,0.8057142857142857,0.7828571428571429,0.5933171114160714,0.082,0.2838001966,0.1829000983
ROM,Romania,2016,0.62,1.0,0.84,0.75,0.61,0.764,0.5157142857142857,0.45329,0.33819,0.5514285714285714,0.78237152,0.7924501419,,0.935,0.2594245672225952,0.826,0.7339103,,0.5728571428571428,0.4164285714285714,0.6228571428571429,0.41428571428571426,0.6176948911058765,0.736,0.6159523726,0.6759761863
RUS,Russian Federation,2016,0.4099999999999999,0.9087616247635457,0.7083333333333335,0.25,0.05999999999999994,0.46741899161937583,0.6957142857142857,0.60913,,0.6328571428571428,0.602497578,0.5951535034,1.0,0.912,0.32162744998931886,0.545,0.9251975,0.9999,0.49000000000000005,0.4657142857142857,0.6214285714285713,0.46714285714285714,0.6572637698189754,0.269,0.2876827716,0.2783413858
RWA,Rwanda,2016,0.22999999999999998,0.6282818095183289,1.0,0.5,0.26,0.5236563619036657,0.47857142857142854,0.1084,0.546956,0.6157142857142857,0.44453334800000005,0.886382122,,0.047,0.13945368,0.040999999999999995,0.31997509999999996,0.4871,0.7942857142857143,0.7892857142857144,0.72,0.79,0.45347858705357136,0.234,0.2832002402,0.2586001201
SAU,Saudi Arabia,2016,0.51,1.0,0.9650000000000002,0.25,0.10999999999999999,0.567,0.7242857142857143,0.57334,,0.5885714285714286,0.778605794,0.8429403496,,0.332,0.14259861707687377,0.498,0.9630620000000001,1.0,0.7342857142857142,0.7321428571428571,0.7000000000000001,0.6442857142857142,0.6359181011137331,0.018,0.17065179339999997,0.09432589669999998
SEN,Senegal,2016,0.31999999999999995,1.0,0.8100000000000002,0.75,0.38,0.6519999999999999,0.42999999999999994,0.19581,0.693052,0.5285714285714286,0.213603758,0.48804969789999997,,0.299,0.17713587284088134,0.17,0.2769392,0.6649,0.6028571428571429,0.4935714285714286,0.6485714285714286,0.5671428571428572,0.421762800903448,0.716,0.5822185338,0.6491092669
SRB,Serbia,2016,0.3599999999999999,1.0,0.7233333333333334,1.0,0.54,0.7246666666666666,0.5628571428571428,0.54344,0.517014,0.5528571428571428,0.9741022100000001,0.5954632568,,0.635,0.31926538944244387,0.107,0.6865338,0.9997,0.4557142857142857,0.40499999999999997,0.5685714285714286,0.39571428571428574,0.5595770588722957,0.419,0.5490058482,0.4840029241
SYC,Seychelles,2016,0.2799999999999999,1.0,0.745,,0.5700000000000001,0.6487499999999999,0.647142857142857,0.46243,0.510366,0.6328571428571428,0.7171548839999999,0.7469298172000001,0.754945687018745,1.0,0.5175178050994873,,,,0.5885714285714286,0.4628571428571429,0.6057142857142858,0.55,0.622428918254327,0.532,0.5407220481999999,0.5363610241
SLE,Sierra Leone,2016,0.18999999999999995,1.0,0.675,0.75,0.44999999999999996,0.6130000000000001,0.33285714285714285,0.12163,0.29160400000000003,0.41571428571428576,0.369277978,0.5844794464,,0.07,0.1960125207901001,0.013999999999999999,0.09802417000000001,0.5307999999999999,0.48857142857142855,0.3592857142857143,0.5842857142857143,0.4542857142857143,0.3113017571993813,0.509,0.47072642140000004,0.48986321070000005
SGP,Singapore,2016,0.86,1.0,1.0,0.75,0.5700000000000001,0.836,0.9285714285714285,0.84141,0.262804,0.8785714285714287,0.415861892,0.6733755111999999,0.416200054713798,0.489,,1.0,0.8586865,1.0,0.9,0.8671428571428572,0.8342857142857143,0.8385714285714286,0.762780050941041,0.416,0.48031242939999996,0.4481562147
SVK,Slovak Republic,2016,0.6499999999999999,1.0,0.7966666666666667,1.0,0.73,0.8353333333333334,0.6057142857142858,0.55036,0.5248459999999999,0.5857142857142856,1.0,0.8211174774,1.0,0.9059999999999999,0.29588358402252196,0.7,0.8457387,1.0,0.6028571428571429,0.3607142857142857,0.62,0.37,0.6743091100889076,0.837,0.6984679938,0.7677339969
SVN,Slovenia,2016,0.75,1.0,0.9483333333333335,1.0,0.8300000000000001,0.9056666666666666,0.6842857142857143,0.58774,0.615904,0.7342857142857142,1.0,0.8799777603,1.0,1.0,,1.0,0.8580562999999999,1.0,0.6385714285714286,0.5021428571428571,0.6742857142857143,0.43714285714285717,0.7882745216258928,0.867,0.7081785201999999,0.7875892601
ZAF,South Africa,2016,0.6799999999999999,1.0,0.6383333333333333,0.5,0.5599999999999999,0.6756666666666666,0.5971428571428571,0.38065,0.840666,0.38,0.9986242300000001,0.9421416473,1.0,0.8140000000000001,0.9907511711120606,0.35600000000000004,0.8488437999999999,0.9279,0.7914285714285715,0.5199999999999999,0.6985714285714285,0.6057142857142858,0.7307771244543253,0.75,0.6370056034,0.6935028017
SSD,South Sudan,2016,0.0,0.09422097607581892,,0.0,0.030000000000000027,0.031055244018954736,,0.05341,0.21034799999999998,,0.13907366999999998,0.8080718613,,0.0,,0.16399999999999998,0.0965818,,,,,,0.16631876094166664,0.172,0.1566196442,0.1643098221
ESP,Spain,2016,0.8,1.0,0.9433333333333335,0.75,0.8,0.8586666666666668,0.8357142857142856,0.64926,0.5439320000000001,0.6014285714285714,1.0,0.7804133224,1.0,0.982,,0.45,0.8305908,1.0,0.6628571428571428,0.495,0.6514285714285714,0.4757142857142857,0.7130211862214286,0.852,0.7142043114,0.7831021557
LKA,Sri Lanka,2016,0.35,1.0,0.8233333333333335,0.5,0.15000000000000002,0.5646666666666668,0.5642857142857143,0.24453,0.33616799999999997,0.6828571428571429,0.33326394600000003,0.498783989,0.651172391596527,0.252,0.10237623453140259,0.044000000000000004,0.5782285,0.9933,0.63,0.4935714285714286,0.6371428571428571,0.5442857142857143,0.47412286989192426,0.62,0.4938359686,0.5569179843000001
SDN,Sudan,2016,0.009999999999999898,0.30604626116228195,,0.0,0.06999999999999995,0.09651156529057045,,0.18613,,,0.257993054,0.296891861,,0.11,0.19439363479614258,0.075,0.4587433,0.9276,,,,,0.2802881849796143,0.256,0.14964849939999997,0.2028242497
SWE,Sweden,2016,0.87,1.0,0.9900000000000001,1.0,0.87,0.9460000000000001,0.7971428571428572,0.81339,0.7511300000000001,0.6614285714285714,1.0,0.85508111,1.0,1.0,1.0,1.0,0.9001102,1.0,0.8928571428571429,0.8664285714285713,0.7414285714285714,0.7342857142857142,0.8758301711607144,0.922,0.8169640542,0.8694820271
CHE,Switzerland,2016,0.9,1.0,1.0,1.0,0.8,0.9400000000000001,0.8914285714285715,0.79799,0.65384,0.8871428571428571,0.700500822,0.7342788506,1.0,1.0,1.0,0.7020000000000001,0.8494164000000001,1.0,0.9257142857142858,0.8442857142857143,0.7771428571428572,0.7814285714285714,0.8465730581089286,0.892,0.8105406521999999,0.8512703261
TJK,Tajikistan,2016,0.39,1.0,0.8216666666666668,0.5,0.20999999999999996,0.5843333333333334,0.45714285714285713,0.18658,,0.5785714285714285,0.40028638799999994,0.3399732971,,0.9279999999999999,0.1490084171295166,0.075,0.6969234,0.9682,0.6242857142857143,0.6007142857142858,0.6142857142857142,0.6157142857142857,0.5463285760322019,0.175,0.1780232668,0.17651163339999998
TZA,Tanzania,2016,0.2599999999999999,1.0,0.7550000000000001,0.5,0.39,0.581,0.3814285714285714,0.08996,0.45640800000000004,0.42142857142857143,0.32202746800000004,0.7810636711,,0.032,0.03066449463367462,0.03,0.1413759,0.49439999999999995,0.5457142857142857,0.48071428571428576,0.6,0.52,0.3349490780012118,0.408,0.4658901632,0.4369450816
THA,Thailand,2016,0.6,0.8831781157329566,0.6983333333333335,0.5,0.18000000000000005,0.5723022898132581,0.6271428571428571,0.41175,0.5849599999999999,0.4942857142857143,0.570275116,0.8865436077,0.369447681818145,0.83,0.33828370571136473,0.5429999999999999,0.4906166,0.9999,0.5385714285714286,0.46499999999999997,0.6514285714285714,0.49714285714285716,0.5811467587375587,0.149,0.3089349986,0.2289674993
TMP,Timor-Leste,2016,0.09999999999999998,1.0,0.6916666666666668,0.75,0.44999999999999996,0.5983333333333334,0.3057142857142857,0.07284,1.0,,0.684675932,0.9209535551,,0.897,1.0,0.265,0.3152333,0.8168,,,,,0.6812680894011905,0.615,0.5530501724,0.5840250862
TGO,Togo,2016,0.3799999999999999,1.0,,0.5,0.30999999999999994,0.5475,,0.10439,0.824912,,0.19634837,0.4532410431,,0.19,0.02860659658908844,,0.21195070000000002,0.6174,,,,,0.31456310885651473,0.485,0.4025937856,0.4437968928
TTO,Trinidad and Tobago,2016,0.6699999999999999,1.0,0.5900000000000001,0.75,0.5700000000000001,0.716,0.6185714285714285,0.49731,0.623352,0.6557142857142857,0.684869576,0.5688305664,,0.9109999999999999,0.7618300437927246,0.24,0.7647987,0.9992,0.5599999999999999,0.4007142857142857,0.6257142857142857,0.45,0.6420565732441881,0.758,0.6192986966,0.6886493483
TUN,Tunisia,2016,0.33999999999999997,0.6576825104303636,0.6650000000000001,0.5,0.32999999999999996,0.4985365020860728,0.5342857142857143,0.34761,,0.52,0.722881318,0.6015937042,0.27212653670483633,0.54,0.15036736726760863,0.213,0.7335446,0.9992,0.6171428571428572,0.5128571428571428,0.5871428571428572,0.4942857142857143,0.5228773632429207,0.727,0.5693454326,0.6481727163
TUR,Turkey,2016,0.44000000000000006,0.3426018946196715,0.7400000000000001,0.25,0.26,0.4065203789239343,0.6314285714285713,0.37745,,0.44857142857142857,0.672202492,0.8353385544,,1.0,0.22678444385528565,,0.6755332,0.9994,0.5885714285714286,0.48928571428571427,0.6628571428571428,0.5,0.6114236780247677,0.333,0.3905593396,0.3617796698
UGA,Uganda,2016,0.19999999999999996,0.5470064725152366,0.6416666666666667,0.5,0.19999999999999996,0.41773462783638066,0.34714285714285714,0.11293,0.323162,0.4042857142857143,0.155789208,0.5939036179,0.21910679953667617,0.066,0.12002218961715698,0.006,0.2136298,0.6348,0.5714285714285714,0.4057142857142857,0.5757142857142857,0.5085714285714286,0.328637547369436,0.306,0.3825718284,0.3442859142
UKR,Ukraine,2016,0.11999999999999988,0.4825783313650319,0.5650000000000001,0.25,0.38,0.3595156662730064,0.5614285714285714,0.39677,0.47622200000000003,0.6285714285714287,0.72780466,0.5159950256,1.0,0.919,1.0,0.39,0.8436314,0.999,0.4414285714285714,0.36357142857142855,0.58,0.41000000000000003,0.6408389428500001,0.41,0.5100854828,0.4600427414
ARE,United Arab Emirates,2016,0.74,1.0,1.0,0.5,0.25,0.6980000000000001,0.9014285714285714,0.68813,,0.79,0.499992704,0.8120029831,0.499047132529468,0.226,,0.012,0.9705741999999999,1.0,0.8185714285714286,0.8464285714285714,0.8200000000000001,0.7757142857142857,0.6538681172982703,0.097,0.3036090374,0.2003045187
GBR,United Kingdom,2016,0.9,1.0,0.9000000000000001,0.75,0.81,0.8719999999999999,0.8628571428571428,0.81766,0.8134499999999999,0.72,1.0,0.8371189308,1.0,1.0,1.0,0.7659999999999999,0.8456337,1.0,0.8885714285714286,0.7864285714285716,0.7785714285714286,0.7000000000000001,0.8635182001392858,0.857,0.7640851498,0.8105425748999999
USA,United States,2016,0.91,1.0,0.835,0.75,0.66,0.8310000000000001,0.8485714285714285,0.71696,0.6494679999999999,0.72,1.0,0.8836803246,1.0,1.0,,0.31,0.936133,1.0,0.812857142857143,0.6592857142857144,0.76,0.6385714285714286,0.7653454399303572,0.891,0.7277261972,0.8093630986
URY,Uruguay,2016,0.73,1.0,0.8366666666666667,1.0,0.75,0.8633333333333333,0.6457142857142856,0.61365,0.5478959999999999,0.4928571428571429,1.0,0.8356076431,1.0,0.765,0.23009517192840576,0.843,0.7215286999999999,0.9998,0.7228571428571428,0.7050000000000001,0.6542857142857142,0.53,0.7067057375464183,0.896,0.7380362509999999,0.8170181255
UZB,Uzbekistan,2016,0.52,1.0,,0.5,0.05999999999999994,0.52,,0.2463,,,0.432996846,0.45341449740000006,,1.0,0.15021169185638428,0.16,0.5252841,0.8981,,,,,0.5112607135256384,0.168,0.139335084,0.153667542
VNM,Vietnam,2016,0.45999999999999996,1.0,0.7866666666666667,0.5,0.25,0.5993333333333333,0.5542857142857143,0.37145,0.782906,0.4928571428571429,0.428643036,0.5542718124,0.633358555104266,0.39899999999999997,0.31053154468536376,0.1,0.4124601,0.9787,0.5542857142857143,0.495,0.62,0.4857142857142857,0.5108414940832804,0.217,0.2401739358,0.2285869679
YEM,"Yemen, Rep.",2016,0.0,0.0,0.4266666666666667,0.0,0.05999999999999994,0.09733333333333333,0.2557142857142857,0.14655,0.714738,0.2928571428571428,0.086608964,0.19042762759999998,,0.07400000000000001,,0.0,0.46832630000000003,0.5981000000000001,0.39428571428571424,0.30357142857142855,0.5557142857142857,0.3757142857142857,0.28316300215357143,0.109,0.17793242939999998,0.14346621469999998
ZMB,Zambia,2016,0.30999999999999994,1.0,0.7883333333333334,0.5,0.29000000000000004,0.5776666666666668,0.34857142857142853,0.11815,0.810322,0.4714285714285714,0.342861486,0.878392849,,0.08800000000000001,0.04444330930709839,0.102,0.2267905,0.4577,0.6285714285714287,0.48,0.6571428571428571,0.5528571428571428,0.39345197330490794,0.398,0.4507092834,0.42435464170000003
ZWE,Zimbabwe,2016,0.22999999999999998,1.0,0.8383333333333334,0.5,0.15999999999999992,0.5456666666666667,0.3571428571428571,0.21666,0.9162699999999999,0.63,0.35778182799999997,0.7668896551,,0.20800000000000002,0.06930301189422608,0.057999999999999996,0.3342334,0.7121,0.4185714285714286,0.35571428571428576,0.5285714285714286,0.40285714285714286,0.4087559398657105,0.292,0.2782699108,0.2851349554
AFG,Afghanistan,2019,0.08999999999999997,0.0,,0.0,0.20999999999999996,0.07499999999999998,,0.1762,0.5393779999999999,,0.21688618599999998,0.20701385500000002,0.18,0.247,0.3032613515853882,0.059000000000000004,0.16826989999999997,,,,,,0.24840476604878234,0.351,0.3162868142,0.33364340709999996
ALB,Albania,2019,0.32999999999999996,1.0,0.7405986789853108,0.75,0.58,0.6801197357970622,0.5769324465124803,0.5785,0.5718820000000001,0.6988767067916668,0.564998912,0.5541588210999999,0.9199999999999999,1.0,0.40841059684753417,,0.4573177,0.9973,0.41704800927777774,0.36,0.42929588420370374,0.5267882280555555,0.5918699938522657,0.488,0.542998603,0.5154993015
DZA,Algeria,2019,0.5700000000000001,0.9235710295086577,0.8039392002426554,0.25,0.3400000000000001,0.5775020459502626,0.6378965008618789,0.5787,,0.5072888812083334,0.8116355900000001,0.665562439,0.89,,0.2363757848739624,,0.6789183,0.999,0.4206747876111111,0.35,0.5004528981851851,0.37912435661111105,0.5805808877771174,0.293,0.30706044439999997,0.3000302222
AGO,Angola,2019,0.51,0.9062427086984559,0.6744151751985875,0.5,0.32999999999999996,0.5841315767794086,0.4019700874177545,0.1364,,0.09273777408333332,0.20886948200000002,0.6253512955,0.21000000000000002,,0.09876753091812134,0.051,0.3528339,0.5245,0.2984657897222222,0.19,0.2996824449814815,0.3312943809777778,0.2577881537302515,0.366,0.35844509599999996,0.362222548
ARG,Argentina,2019,0.5700000000000001,1.0,0.6984016432159605,1.0,0.61,0.775680328643192,0.6829266395024757,0.7265,0.755252,0.6164077281666667,1.0,0.7234148407000001,,0.898,0.6628923892974854,0.32799999999999996,0.7349277999999999,0.9955,0.46508482827777775,0.4,0.4283456581481482,0.39878549836666666,0.6696273364037013,0.778,0.6276513934000001,0.7028256967000001
ARM,Armenia,2019,0.37,1.0,0.841750199779661,1.0,0.3400000000000001,0.7103500399559323,0.6940845926305318,0.6536,0.35873800000000006,0.621925358,0.281229758,0.1520570374000001,0.6799999999999999,0.652,0.30552608966827394,0.196,0.6667974,0.9967,0.6195067617777777,0.35,0.6296281814444444,0.5296077463111112,0.5242125578270087,0.807,0.5257926792000001,0.6663963396000001
AUS,Australia,2019,0.93,1.0,0.8981357586177967,0.75,0.8300000000000001,0.8816271517235593,0.7915896687726718,0.8825,0.6718,0.7589837113750001,1.0,0.8401891422,0.9400000000000001,1.0,,1.0,0.8342296,1.0,0.7659115791111111,0.77,0.6032084977222223,0.659860538111111,0.8448920460807574,0.851,0.7657081128,0.8083540564
AUT,Austria,2019,0.91,1.0,0.9118546137299434,0.75,0.91,0.8963709227459887,0.8903388645831285,0.824,0.604056,0.7545961975833333,1.0,0.8092808723,1.0,1.0,1.0,0.93,0.8783932,1.0,0.8147948371111111,0.76,0.6751157796296298,0.6558477282555555,0.8497764674664224,0.844,0.7788909196,0.8114454598
AZE,Azerbaijan,2019,0.3799999999999999,1.0,0.8756674638432203,0.5,0.16999999999999993,0.585133492768644,0.7736218793536912,0.6528,,0.72306071125,0.256314206,0.32037483219999996,0.6,0.728,0.16821967363357543,0.134,0.33318289999999995,0.999,0.6560351318333333,0.25,0.6892380714629628,0.6684999267222222,0.5422130027316115,0.192,0.2132824182,0.2026412091
BHR,Bahrain,2019,0.52,1.0,0.9509398277416666,0.75,0.14,0.6721879655483334,0.7838937743777707,0.8319,0.412014,0.7295302907083334,0.47499528,0.7026770019999999,0.63,0.7509999999999999,,0.369,0.9740872,1.0,0.6879119078333333,0.36,0.6416476037407408,0.6692316068888889,0.6491805415968166,0.118,0.2330254794,0.1755127397
BGD,Bangladesh,2019,0.42000000000000004,0.9937953174151583,0.6789991843072035,0.25,0.27,0.5225589003444724,0.5113817539451527,0.3717,,0.40682319795833327,0.09251691199999999,0.2732364655,0.06999999999999999,0.38,0.15263291597366332,0.149,0.40402790000000005,0.9445,0.3583573394444445,0.26,0.45064685081481476,0.5234133204222222,0.35969124087606025,0.256,0.3685596586,0.3122798293
BRB,Barbados,2019,0.3999999999999999,1.0,0.7306361814964688,,0.65,0.6951590453741171,0.5773304795899435,0.7523,0.682432,0.6012720226666667,0.564903068,0.5327376937999999,0.41,0.635,,0.096,0.8044592,1.0,0.4989361657222222,0.68,0.42896448683333327,0.4023111131444444,0.5476653893597881,0.787,0.7322912216,0.7596456108
BLR,Belarus,2019,0.29999999999999993,1.0,,0.25,0.22999999999999998,0.44499999999999995,,0.8281,,,0.825054168,0.7430993652,1.0,1.0,0.4764913558959961,,0.9572835999999999,0.999,,,,,0.813361984499199,0.257,0.23720419399999998,0.247102097
BEL,Belgium,2019,0.93,1.0,0.8708348821261299,1.0,0.9,0.940166976425226,0.8726260361148505,0.8033,0.8683859999999999,0.7302916050416667,1.0,0.818271122,1.0,1.0,,1.0,0.8576636999999999,1.0,0.7902821964444443,0.75,0.6334115134444445,0.546755294,0.8544367166903379,0.889,0.7732117176,0.8311058588
BEN,Benin,2019,0.3999999999999999,1.0,0.8020111194505649,0.5,0.51,0.6424022238901129,0.40166863249538776,0.2595,0.466708,0.29771161879166663,0.10819922600000001,0.5295643234,0.13,0.499,0.08042626976966857,,0.10892210000000001,0.6181000000000001,0.40004428488888893,0.4,0.5485117082222222,0.4516074160555556,0.33627436558706614,0.488,0.5270069212,0.5075034606
BOL,Bolivia,2019,0.48,1.0,0.6631504388001414,0.5,0.42999999999999994,0.6146300877600283,0.5714273824461334,0.5184,,0.5268493374166667,0.986384774,0.7613124466,0.45,1.0,0.43673019409179686,0.37200000000000005,0.3657371,0.9618,0.252582558,0.29,0.38157481614814814,0.3154080112777778,0.5448159973373243,0.553,0.49180278040000003,0.5224013902
BIH,Bosnia and Herzegovina,2019,0.18000000000000005,1.0,0.7313859420283899,0.75,0.5,0.632277188405678,0.630169744955486,0.6295,,0.5332034309166667,1.0,0.7064718819,,0.695,0.5581679344177246,,0.7510244,0.9998,0.3752883593333333,0.38,0.42097630320370366,0.2640344069777778,0.6081254891899427,0.521,0.46688000560000004,0.49394000280000006
BWA,Botswana,2019,0.6499999999999999,1.0,0.6803980240677966,1.0,0.49,0.7640796048135593,0.5369572466011912,0.5591,,0.5320089220833333,0.9498812680000001,0.968631115,0.19,1.0,0.6190918445587158,0.08199999999999999,0.6974492999999999,0.9149,0.5003393226111111,0.61,0.4790311433703704,0.39139476255555555,0.5976746154289756,0.672,0.6132764698,0.6426382348999999
BRA,Brazil,2019,0.6399999999999999,1.0,0.43041208624166666,0.0,0.30999999999999994,0.4760824172483333,0.6545226817511618,0.6522,0.8192820000000001,0.5091535329583333,0.781511736,0.7512015343,1.0,0.915,0.25544664859771726,0.45899999999999996,0.6691750999999999,0.9802,0.4711056841666666,0.35,0.4501812502037037,0.45674393571111105,0.6359202564805435,0.676,0.5744746924,0.6252373462
BRN,Brunei Darussalam,2019,0.6699999999999999,1.0,0.8504422902916667,1.0,0.29000000000000004,0.7620884580583334,0.7006970509559458,0.8209,0.711314,0.7349303047083333,0.407521104,0.9431989145,0.02,0.909,,0.147,0.9101868000000001,,0.5691853152222223,0.63,0.5109911715925927,0.49831298319999995,0.5981515277611934,,0.3241198658,0.3241198658
BGR,Bulgaria,2019,0.5700000000000001,1.0,0.7295370688204802,1.0,0.6799999999999999,0.7959074137640961,0.7132840109819538,0.7826,0.467804,0.61623562975,0.843099784,0.6102686691000001,1.0,0.94,0.21473228931427002,0.28800000000000003,0.8917432,1.0,0.5232551786666666,0.42,0.5467624443703704,0.5678376357111111,0.6516014276183982,0.623,0.5849761068,0.6039880534
BFA,Burkina Faso,2019,0.25,0.13055798346832748,0.7394011073981638,0.25,0.44000000000000006,0.3619918181732983,0.34817879863651624,0.3117,0.5869120000000001,0.2700558264166666,0.45701770799999997,0.6530643845,0.01,0.06,0.3697366714477539,0.036000000000000004,0.1402196,0.7012,0.4555094798333334,0.41,0.46522650011111116,0.49818844264444445,0.3608130882243641,0.708,0.47387835980000004,0.5909391799
BDI,Burundi,2019,0.15999999999999992,0.6291705343948517,0.7250257960251412,0.5,0.09999999999999998,0.4228392660839986,0.39166469386429575,0.126,0.8662939999999999,0.21847321983333337,0.533453416,0.7532364273,0.26,0.04,0.4891377925872803,,0.12209400000000001,0.2195999999999999,0.3921985837777778,0.17,0.5088652460740741,0.4333782494444444,0.37584583884178036,0.158,0.17475202080000002,0.1663760104
KHM,Cambodia,2019,0.2599999999999999,1.0,0.7168540122792372,0.5,0.24,0.5433708024558473,0.548917124379603,0.5466,0.353258,0.30360272325,0.339777326,0.35608749390000005,0.09,0.066,0.17919692993164063,0.043,0.5196434,0.8993,0.3963595496111111,0.2,0.46155537940740743,0.31295706830000003,0.35101593717373514,0.197,0.2741777182,0.2355888591
CMR,Cameroon,2019,0.2799999999999999,0.2988754103451172,0.6896697664343221,0.25,0.22999999999999998,0.3497090353558878,0.40075626655746005,0.2299,,0.27561465904166665,0.024122978,0.27469299320000007,0.08,0.183,0.0061492912471294405,0.009000000000000001,0.2554388,0.8035,0.4153435442222222,0.25,0.4999250040555555,0.3931948012555555,0.2735158122888285,0.293,0.2759598494,0.2844799247
CAN,Canada,2019,0.93,1.0,0.8603250029542373,1.0,0.86,0.9300650005908475,0.8077792453915772,0.7818,,0.7667199294051108,1.0,0.8508532047,0.8300000000000001,1.0,,1.0,0.8476714,1.0,0.7445287333333335,0.81,0.6006349281296296,0.6701474322333333,0.8423034251623809,0.851,0.7972757102,0.8241378551
CAF,Central African Republic,2019,0.08000000000000007,0.2718868463564691,,0.75,0.050000000000000044,0.28797171158911733,,0.038,,,0.163900256,0.3968434906,0.27999999999999997,0.047,0.5165109157562255,,0.059512619999999995,0.3742,,,,,0.24304781981124512,0.389,0.273856926,0.331428463
TCD,Chad,2019,0.19999999999999996,0.46056228073136996,0.6714310837394067,0.5,0.11999999999999988,0.3903986728941553,0.30532083301823315,0.089,0.295534,0.17081201075,0.15076130599999998,0.42776561739999996,0.06,0.016,0.14949174,,0.08818701000000001,0.5997999999999999,0.3226888232777778,0.19,0.2859012639444445,0.28888216116666665,0.22435228159732012,0.268,0.231884408,0.249942204
CHL,Chile,2019,0.85,1.0,0.8365187922591809,0.25,0.6799999999999999,0.7233037584518363,0.7628935975947335,0.7606,0.610266,0.5928547978333334,0.9503919599999999,0.6719997406,0.6799999999999999,0.715,0.728474760055542,0.381,0.7278537,0.9992,0.5995325671111111,0.67,0.5960897693333334,0.5816181699444445,0.6892359414045311,0.83,0.7086926698,0.7693463349
CHN,China,2019,0.73,1.0,0.7915500531961864,0.25,0.11999999999999988,0.5783100106392374,0.7791188653011267,0.7388,,0.6978815952916666,0.599006844,0.6476998138,0.72,1.0,0.24880714416503907,0.332,0.5396443,0.9976,0.6563911649444445,0.39,0.5752454952222222,0.6622714731444446,0.6426467681975381,0.076,0.19388077259999997,0.1349403863
COL,Colombia,2019,0.45999999999999996,0.762070262652388,0.45147654192838976,0.25,0.32999999999999996,0.45070936091615554,0.6431012449071005,0.6122,0.630888,0.5402338742916667,1.0,0.8514303875,0.9,0.506,0.6890779495239258,0.33899999999999997,0.5041784,0.9726,0.5111655552777778,0.36,0.45697830338888884,0.5126373039444445,0.6268431886771128,0.663,0.5553573906,0.6091786953
ZAR,"Congo, Dem. Rep.",2019,0.030000000000000027,0.4852711850709712,0.35767927408333333,0.0,0.040000000000000036,0.18259009183086092,0.29230494578707,0.1144,0.313264,0.34141440791666666,0.11187343599999999,0.6150299454000001,0.18,,0.13607640266418458,0.055999999999999994,0.1985527,0.3264,0.32879698277777775,0.2,0.36503480977777775,0.2559444217333333,0.25094325325355066,0.348,0.2554640294,0.3017320147
COG,"Congo, Rep.",2019,0.35,1.0,,0.5,0.15999999999999992,0.5025,,0.2361,,,0.15663992200000001,0.5413800812,,,0.007603468000888824,,0.2532441,0.4598,,,,,0.23730887990022223,0.24,0.2626677274,0.2513338637
CRI,Costa Rica,2019,0.5599999999999999,1.0,0.6985484782648306,,0.85,0.7771371195662077,0.6873863329282988,0.7475,0.8005040000000001,0.7015589277083333,1.0,0.7767543602,0.73,0.562,0.2732069492340088,0.301,0.7335863,0.9969,0.6150627136111112,0.56,0.5425172337962963,0.4994363586222223,0.657963323506267,0.899,0.7309531212,0.8149765606
CIV,Cote d'Ivoire,2019,0.15999999999999992,1.0,0.45130811137500004,0.5,0.27,0.476261622275,0.4787946829539337,0.5034,0.536682,0.27898719708333336,0.191854894,0.6270632553,0.12,,0.002,,0.2827709,0.791,0.43988894622222224,0.35,0.47660710192592604,0.35480829741111114,0.34724107968103285,0.544,0.46582621939999996,0.5049131097
